timestamp,year,month,day,hour,ticker,open,high,low,close,price_change,volume
2025-01-11,2025,1,5,0,SOLUSDT,187.69,191.91,184.01,188.09,0.2131173743939505,2204486.056
2025-01-12,2025,1,6,0,SOLUSDT,188.09,191.0,185.17,188.51,0.22329735764792785,1330917.135
2025-01-13,2025,1,0,0,SOLUSDT,188.5,191.99,168.88,182.87,-2.9867374005305014,5669925.613
2025-01-14,2025,1,1,0,SOLUSDT,182.86,190.11,181.88,187.57,2.5757410040468005,2737355.064
2025-01-15,2025,1,2,0,SOLUSDT,187.57,206.04,185.84,205.86,9.751026283520831,3768610.58
2025-01-16,2025,1,3,0,SOLUSDT,205.86,217.14,198.47,211.14,2.564849897988911,5710255.657
2025-01-17,2025,1,4,0,SOLUSDT,211.15,222.11,209.84,219.51,3.9592706606677646,4384472.838
2025-01-18,2025,1,5,0,SOLUSDT,219.52,270.67,217.29,261.97,19.337645772594758,19971981.58
2025-01-19,2025,1,6,0,SOLUSDT,261.97,295.83,236.68,252.42,-3.645455586517555,25051667.6
2025-01-20,2025,1,0,0,SOLUSDT,252.4,273.29,229.44,242.19,-4.045166402535661,16879575.561
2025-01-21,2025,1,1,0,SOLUSDT,242.18,260.06,230.0,250.33,3.3652655049962856,7882737.257
2025-01-22,2025,1,2,0,SOLUSDT,250.33,272.03,248.43,257.36,2.808293053169816,6223427.616
2025-01-23,2025,1,3,0,SOLUSDT,257.37,258.48,242.19,253.11,-1.6552045692971176,6802762.723
2025-01-24,2025,1,4,0,SOLUSDT,253.12,270.18,247.18,253.37,0.09876738305941844,5214294.569
2025-01-25,2025,1,5,0,SOLUSDT,253.36,260.78,246.33,256.41,1.203820650457851,3703989.301
2025-01-26,2025,1,6,0,SOLUSDT,256.4,260.16,240.32,240.5,-6.201248049921988,3028015.524
2025-01-27,2025,1,0,0,SOLUSDT,240.49,242.68,220.89,234.89,-2.328579150900255,8916620.842
2025-01-28,2025,1,1,0,SOLUSDT,234.9,244.0,225.01,227.06,-3.3375904640272474,3483450.087
2025-01-29,2025,1,2,0,SOLUSDT,227.06,238.49,222.63,228.16,0.4844534484277258,3844193.838
2025-01-30,2025,1,3,0,SOLUSDT,228.16,244.7,226.84,238.31,4.448632538569427,3341265.973
2025-01-31,2025,1,4,0,SOLUSDT,238.3,241.82,228.24,231.77,-2.7402433906840122,2942165.567
2025-02-01,2025,2,5,0,SOLUSDT,231.77,236.46,212.74,213.03,-8.085602105535663,2849748.65
2025-02-02,2025,2,6,0,SOLUSDT,213.03,218.9,192.31,203.51,-4.468854151997377,7255500.333
2025-02-03,2025,2,0,0,SOLUSDT,203.52,218.7,175.89,216.28,6.269654088050309,12836970.265
2025-02-04,2025,2,1,0,SOLUSDT,216.27,219.97,201.87,206.64,-4.452767374115699,6024194.387
2025-02-05,2025,2,2,0,SOLUSDT,206.64,209.39,195.14,196.12,-5.090979481223376,3154802.037
2025-02-06,2025,2,3,0,SOLUSDT,196.12,203.98,187.39,189.54,-3.355088721191114,3444767.147
2025-02-07,2025,2,4,0,SOLUSDT,189.53,203.42,188.12,191.99,1.2979475544768682,3925596.773
2025-02-08,2025,2,5,0,SOLUSDT,192.0,200.88,189.81,199.32,3.8124999999999964,1967596.752
2025-02-09,2025,2,6,0,SOLUSDT,199.32,207.37,193.53,200.47,0.5769616696769043,2879138.46
2025-02-10,2025,2,0,0,SOLUSDT,200.47,209.05,195.85,200.47,0.0,4040840.548
2025-02-11,2025,2,1,0,SOLUSDT,200.47,206.18,195.12,197.96,-1.2520576644884476,3930238.335
2025-02-12,2025,2,2,0,SOLUSDT,197.95,198.56,188.48,196.78,-0.5910583480676875,3898533.321
2025-02-13,2025,2,3,0,SOLUSDT,196.78,198.47,188.78,194.25,-1.2856997662364067,2427771.876
2025-02-14,2025,2,4,0,SOLUSDT,194.24,205.34,194.11,199.39,2.6513591433278303,3727686.063
2025-02-15,2025,2,5,0,SOLUSDT,199.4,200.27,192.61,194.48,-2.4674022066198678,1633300.399
2025-02-16,2025,2,6,0,SOLUSDT,194.47,196.24,186.3,188.27,-3.188152414254121,2009380.862
2025-02-17,2025,2,0,0,SOLUSDT,188.26,189.72,174.63,177.53,-5.699564432168272,4287573.73
2025-02-18,2025,2,1,0,SOLUSDT,177.53,179.09,160.88,169.32,-4.624570495127588,6319186.166
2025-02-19,2025,2,2,0,SOLUSDT,169.32,174.3,163.75,168.93,-0.23033309709425137,3478319.262
2025-02-20,2025,2,3,0,SOLUSDT,168.94,176.65,167.66,176.0,4.178998460992069,2938753.335
2025-02-21,2025,2,4,0,SOLUSDT,176.0,180.52,167.15,168.94,-4.011363636363638,4103682.857
2025-02-22,2025,2,5,0,SOLUSDT,168.94,174.68,168.07,172.07,1.8527287794483223,1886813.457
2025-02-23,2025,2,6,0,SOLUSDT,172.07,173.07,166.42,167.94,-2.400185970825824,1488310.759
2025-02-24,2025,2,0,0,SOLUSDT,167.94,169.69,138.0,141.81,-15.559128260092889,7997237.915
2025-02-25,2025,2,1,0,SOLUSDT,141.81,147.09,131.91,144.33,1.7770255976306395,11747010.145
2025-02-26,2025,2,2,0,SOLUSDT,144.33,145.19,130.65,135.32,-6.242638398115443,5368401.059
2025-02-27,2025,2,3,0,SOLUSDT,135.33,142.9,134.71,137.68,1.7364959728072078,4322990.459
2025-02-28,2025,2,4,0,SOLUSDT,137.68,148.72,125.55,148.18,7.62638001162115,10039960.613
2025-03-01,2025,3,5,0,SOLUSDT,148.18,151.25,138.57,143.66,-3.050344176002166,4151855.758
2025-03-02,2025,3,6,0,SOLUSDT,143.66,179.85,140.04,178.71,24.397883892524025,13474639.846
2025-03-03,2025,3,0,0,SOLUSDT,178.72,179.47,139.21,142.16,-20.456580125335723,11096202.04
2025-03-04,2025,3,1,0,SOLUSDT,142.16,147.0,130.66,144.79,1.85002813731007,10389598.334
2025-03-05,2025,3,2,0,SOLUSDT,144.8,149.73,140.18,146.28,1.022099447513805,4895520.585
2025-03-06,2025,3,3,0,SOLUSDT,146.27,152.9,142.44,143.31,-2.0236548848020837,4451879.661
2025-03-07,2025,3,4,0,SOLUSDT,143.3,150.88,135.04,139.39,-2.7285415212840367,7267412.771
2025-03-08,2025,3,5,0,SOLUSDT,139.39,141.09,135.29,137.01,-1.7074395580744643,2135751.393
2025-03-09,2025,3,6,0,SOLUSDT,137.01,139.88,125.41,126.51,-7.663674184366095,3909495.652
2025-03-10,2025,3,0,0,SOLUSDT,126.52,131.57,115.47,118.32,-6.481188744862474,6654109.331
2025-03-11,2025,3,1,0,SOLUSDT,118.32,128.43,112.0,125.35,5.941514536849224,6435277.863
2025-03-12,2025,3,2,0,SOLUSDT,125.35,131.33,121.22,126.62,1.0131631431990509,4410502.14
2025-03-13,2025,3,3,0,SOLUSDT,126.61,128.76,120.76,123.37,-2.559039570334093,2824584.961
2025-03-14,2025,3,4,0,SOLUSDT,123.36,136.03,122.98,133.54,8.252269779507127,3607725.492
2025-03-15,2025,3,5,0,SOLUSDT,133.53,136.53,132.44,135.86,1.7449262338051468,1918077.49
2025-03-16,2025,3,6,0,SOLUSDT,135.86,136.71,125.21,126.13,-7.161784189606961,2764260.892
2025-03-17,2025,3,0,0,SOLUSDT,126.13,130.64,125.55,128.01,1.4905256481408036,2707611.094
2025-03-18,2025,3,1,0,SOLUSDT,128.01,128.19,121.76,125.33,-2.093586438559482,3181789.699
2025-03-19,2025,3,2,0,SOLUSDT,125.33,136.08,124.2,135.33,7.978935609989639,4170497.991
2025-03-20,2025,3,3,0,SOLUSDT,135.33,136.12,126.65,127.6,-5.71196334885097,2593287.986
2025-03-21,2025,3,4,0,SOLUSDT,127.6,130.18,124.81,128.48,0.6896551724137895,2400422.348
2025-03-22,2025,3,5,0,SOLUSDT,128.47,131.84,127.8,128.51,0.03113567369813345,1498168.196
2025-03-23,2025,3,6,0,SOLUSDT,128.5,134.06,128.21,132.84,3.377431906614789,1763485.986
2025-03-24,2025,3,0,0,SOLUSDT,132.85,144.96,132.04,141.01,6.142265713210385,4554131.645
2025-03-25,2025,3,1,0,SOLUSDT,141.01,147.48,138.17,143.64,1.8651159492234564,3529958.67
2025-03-26,2025,3,2,0,SOLUSDT,143.64,145.49,135.89,137.34,-4.3859649122806905,3099523.287
2025-03-27,2025,3,3,0,SOLUSDT,137.35,140.22,135.63,138.43,0.7863123407353567,2466162.683
2025-03-28,2025,3,4,0,SOLUSDT,138.44,139.05,127.69,129.49,-6.464894539150526,3892191.365
2025-03-29,2025,3,5,0,SOLUSDT,129.5,130.54,122.68,124.58,-3.799227799227801,2610065.515
2025-03-30,2025,3,6,0,SOLUSDT,124.58,127.08,123.0,124.82,0.19264729491089652,1743775.296
2025-03-31,2025,3,0,0,SOLUSDT,124.83,127.81,122.75,124.54,-0.23231594969157415,3730628.853
2025-04-01,2025,4,1,0,SOLUSDT,124.53,130.55,123.74,126.67,1.7184614149201,3554277.848
2025-04-02,2025,4,2,0,SOLUSDT,126.68,136.21,117.0,117.42,-7.30975686769814,6288908.68
2025-04-03,2025,4,3,0,SOLUSDT,117.42,120.94,112.24,117.17,-0.21291091807187873,5854867.278
2025-04-04,2025,4,4,0,SOLUSDT,117.17,124.0,113.25,122.79,4.796449603140739,5721072.32
2025-04-05,2025,4,5,0,SOLUSDT,122.8,122.85,117.15,120.32,-2.019543973941371,1784381.3
2025-04-06,2025,4,6,0,SOLUSDT,120.33,121.13,103.81,105.91,-11.983711460151254,4934346.985
2025-04-07,2025,4,0,0,SOLUSDT,105.9,113.0,95.26,106.99,1.029272898961274,12630664.993
2025-04-08,2025,4,1,0,SOLUSDT,106.98,112.58,102.96,105.4,-1.4769115722564947,5839129.782
2025-04-09,2025,4,2,0,SOLUSDT,105.4,121.0,101.26,119.05,12.950664136622384,9334586.139
2025-04-10,2025,4,3,0,SOLUSDT,119.05,119.3,108.21,112.81,-5.241495170096594,5566324.629
2025-04-11,2025,4,4,0,SOLUSDT,112.8,122.65,112.16,121.41,7.632978723404254,4344066.889
2025-04-12,2025,4,5,0,SOLUSDT,121.41,134.11,119.41,132.24,8.92018779342724,4620265.855
2025-04-13,2025,4,6,0,SOLUSDT,132.24,133.96,125.32,128.38,-2.9189352692075117,4054370.603
2025-04-14,2025,4,0,0,SOLUSDT,128.38,136.13,127.98,129.42,0.8100950303785573,4150251.45
2025-04-15,2025,4,1,0,SOLUSDT,129.41,134.45,125.82,126.11,-2.5500347732014506,3431482.497
2025-04-16,2025,4,2,0,SOLUSDT,126.1,133.91,123.49,131.33,4.1475019825535435,5320768.994
2025-04-17,2025,4,3,0,SOLUSDT,131.33,136.2,129.5,134.83,2.665042259955836,3817459.718
2025-04-18,2025,4,4,0,SOLUSDT,134.84,136.02,132.47,134.04,-0.5932957579353392,2556341.874
2025-04-19,2025,4,5,0,SOLUSDT,134.05,140.5,133.58,139.87,4.341663558373736,2816038.068
2025-04-20,2025,4,6,0,SOLUSDT,139.86,141.96,135.64,137.86,-1.4300014300014299,3498098.615
2025-04-21,2025,4,0,0,SOLUSDT,137.86,143.25,133.82,136.56,-0.942985637603374,4657400.503
2025-04-22,2025,4,1,0,SOLUSDT,136.57,150.23,134.68,148.79,8.94779234092407,5078409.536
2025-04-23,2025,4,2,0,SOLUSDT,148.78,154.21,147.13,151.1,1.5593493749159788,4801378.47
2025-04-24,2025,4,3,0,SOLUSDT,151.1,152.9,144.87,152.55,0.9596293845135785,3535860.484
2025-04-25,2025,4,4,0,SOLUSDT,152.55,157.0,149.87,150.82,-1.1340544083907034,4226767.973
2025-04-26,2025,4,5,0,SOLUSDT,150.82,153.17,147.75,149.21,-1.0674976793528612,1766805.88
2025-04-27,2025,4,6,0,SOLUSDT,149.22,150.41,145.51,147.98,-0.830987803243539,1599977.891
2025-04-28,2025,4,0,0,SOLUSDT,147.97,153.4,144.63,147.84,-0.08785564641481074,3507950.445
2025-04-29,2025,4,1,0,SOLUSDT,147.84,150.39,145.0,146.31,-1.034902597402598,2498992.492
2025-04-30,2025,4,2,0,SOLUSDT,146.3,148.67,140.32,147.54,0.8475734791524133,2780816.363
2025-05-01,2025,5,3,0,SOLUSDT,147.54,153.99,147.54,150.85,2.243459400840452,3037281.454
2025-05-02,2025,5,4,0,SOLUSDT,150.85,151.91,147.3,148.05,-1.8561484918793392,2216263.073
2025-05-03,2025,5,5,0,SOLUSDT,148.04,149.05,145.82,146.71,-0.8984058362604593,1406583.56
2025-05-04,2025,5,6,0,SOLUSDT,146.71,147.81,143.5,143.95,-1.8812623543044231,1613358.553
2025-05-05,2025,5,0,0,SOLUSDT,143.94,147.73,142.5,146.72,1.9313602890093102,2030995.801
2025-05-06,2025,5,1,0,SOLUSDT,146.72,147.23,141.41,146.88,0.10905125408941971,2352310.935
2025-05-07,2025,5,2,0,SOLUSDT,146.89,149.54,144.68,147.32,0.2927360609980304,2440566.284
2025-05-08,2025,5,3,0,SOLUSDT,147.32,164.6,147.08,164.46,11.634537062177582,6040622.618
2025-05-09,2025,5,4,0,SOLUSDT,164.46,176.15,161.07,172.78,5.058980907211476,6318574.649
2025-05-10,2025,5,5,0,SOLUSDT,172.77,178.98,168.72,177.89,2.9634774555767645,3339701.179
2025-05-11,2025,5,6,0,SOLUSDT,177.89,180.26,169.35,173.19,-2.642082185620321,3210729.52
2025-05-12,2025,5,0,0,SOLUSDT,173.2,181.46,168.31,174.22,0.5889145496535856,6245732.977
2025-05-13,2025,5,1,0,SOLUSDT,174.22,184.83,166.18,183.75,5.470095281827575,4587043.398
2025-05-14,2025,5,2,0,SOLUSDT,183.75,184.88,173.23,176.64,-3.869387755102048,3619155.253
2025-05-15,2025,5,3,0,SOLUSDT,176.63,178.33,166.7,169.16,-4.229179641057577,3546037.724
2025-05-16,2025,5,4,0,SOLUSDT,169.16,174.21,166.36,167.4,-1.040435091038065,2766386.671
2025-05-17,2025,5,5,0,SOLUSDT,167.4,169.99,164.01,165.94,-0.8721624850657157,2262121.706
2025-05-18,2025,5,6,0,SOLUSDT,165.94,176.77,164.54,173.3,4.43533807400266,3194610.936
2025-05-19,2025,5,0,0,SOLUSDT,173.3,173.94,159.44,166.86,-3.71609924985574,4076352.744
2025-05-20,2025,5,1,0,SOLUSDT,166.87,173.11,164.51,168.59,1.0307424941571277,3135420.426
2025-05-21,2025,5,2,0,SOLUSDT,168.59,175.99,165.51,173.53,2.9301856575123066,4400610.4
2025-05-22,2025,5,3,0,SOLUSDT,173.54,180.87,172.59,179.68,3.5380892013368763,3608222.862
2025-05-23,2025,5,4,0,SOLUSDT,179.68,187.71,173.23,174.01,-3.1556099732858502,6112910.776
2025-05-24,2025,5,5,0,SOLUSDT,174.0,178.33,172.5,175.87,1.0747126436781635,2317965.021
2025-05-25,2025,5,6,0,SOLUSDT,175.87,176.88,169.14,175.74,-0.0739182350599849,2530363.859
2025-05-26,2025,5,0,0,SOLUSDT,175.75,179.02,173.48,174.91,-0.4779516358463747,2214724.796
2025-05-27,2025,5,1,0,SOLUSDT,174.92,179.41,171.24,176.71,1.0233249485479192,2568509.368
2025-05-28,2025,5,2,0,SOLUSDT,176.72,177.45,168.92,172.21,-2.5520597555454905,2534660.877
2025-05-29,2025,5,3,0,SOLUSDT,172.22,175.34,165.96,166.71,-3.1993961212402686,2641789.968
2025-05-30,2025,5,4,0,SOLUSDT,166.71,167.51,155.22,156.2,-6.304360866174806,3770279.512
2025-05-31,2025,5,5,0,SOLUSDT,156.2,158.01,152.14,156.45,0.16005121638924458,2352257.752
2025-06-01,2025,6,6,0,SOLUSDT,156.45,157.92,150.59,157.68,0.7861936720997241,2042131.041
2025-06-02,2025,6,0,0,SOLUSDT,157.68,158.93,151.67,156.83,-0.5390664637239944,2502052.191
2025-06-03,2025,6,1,0,SOLUSDT,156.83,163.64,154.14,155.19,-1.0457182936938179,2849585.145
2025-06-04,2025,6,2,0,SOLUSDT,155.19,157.97,152.94,153.26,-1.243636832270125,1990646.424
2025-06-05,2025,6,3,0,SOLUSDT,153.27,154.61,141.53,144.29,-5.8589417368043435,4258041.075
2025-06-06,2025,6,4,0,SOLUSDT,144.28,152.39,144.11,147.83,2.4604934848904985,2167791.114
2025-06-07,2025,6,5,0,SOLUSDT,147.82,152.84,146.84,150.06,1.5153565146800223,1408204.615
2025-06-08,2025,6,6,0,SOLUSDT,150.07,155.3,147.88,152.45,1.5859265676017829,1564000.366
2025-06-09,2025,6,0,0,SOLUSDT,152.45,153.17,149.58,151.22,-0.8068219088225581,613066.176
